Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2023-06-22 20:00:00,1889.60000000,1891.40000000,1881.29000000,1887.75000000,8198.49240000,2023-06-22 20:59:59.999,15462608.00327700,10821,3648.19470000,6879897.73791300,0
2023-06-22 21:00:00,1887.75000000,1888.60000000,1877.26000000,1879.62000000,8695.74270000,2023-06-22 21:59:59.999,16368826.41492600,11481,3331.62990000,6270028.07253800,0
2023-06-22 22:00:00,1879.63000000,1880.60000000,1869.31000000,1870.51000000,11574.18380000,2023-06-22 22:59:59.999,21722070.17549200,14505,4378.15670000,8217555.74640200,0
2023-06-22 23:00:00,1870.50000000,1876.54000000,1867.07000000,1872.01000000,6420.86610000,2023-06-22 23:59:59.999,12023402.80842600,11113,2779.85880000,5204957.53319800,0
2023-06-23 00:00:00,1872.00000000,1880.31000000,1871.67000000,1876.51000000,12939.31540000,2023-06-23 00:59:59.999,24284319.95097600,15675,5802.91460000,10891552.32307300,0
2023-06-23 01:00:00,1876.51000000,1881.93000000,1876.00000000,1876.10000000,5263.33610000,2023-06-23 01:59:59.999,9889789.16655300,9894,2269.69370000,4264688.45527100,0
2023-06-23 02:00:00,1876.09000000,1879.06000000,1862.56000000,1878.84000000,12948.37480000,2023-06-23 02:59:59.999,24224344.20706000,18954,5639.72760000,10551524.95302800,0
2023-06-23 03:00:00,1878.85000000,1883.61000000,1878.02000000,1881.75000000,6993.03070000,2023-06-23 03:59:59.999,13152554.22369800,11037,4138.99110000,7784939.79690700,0
2023-06-23 04:00:00,1881.74000000,1884.25000000,1880.40000000,1880.91000000,5659.76330000,2023-06-23 04:59:59.999,10651694.95548600,9934,2302.46730000,4333378.79138700,0
2023-06-23 05:00:00,1880.91000000,1886.43000000,1880.87000000,1883.02000000,5663.91570000,2023-06-23 05:59:59.999,10667969.10168300,11744,2615.11980000,4925208.36265500,0
2023-06-23 06:00:00,1883.01000000,1886.45000000,1877.11000000,1880.22000000,5835.57380000,2023-06-23 06:59:59.999,10985736.18868200,12672,2641.24690000,4973623.83916200,0
2023-06-23 07:00:00,1880.23000000,1881.25000000,1874.80000000,1880.44000000,8143.80940000,2023-06-23 07:59:59.999,15295633.02750800,13429,3074.23410000,5773566.53313100,0
2023-06-23 08:00:00,1880.44000000,1888.00000000,1878.56000000,1884.35000000,8353.44800000,2023-06-23 08:59:59.999,15735380.21012500,13456,3602.28520000,6785474.40597300,0
2023-06-23 09:00:00,1884.34000000,1888.69000000,1879.56000000,1885.39000000,8580.36270000,2023-06-23 09:59:59.999,16157157.00684200,15136,3903.26410000,7350475.93038700,0
2023-06-23 10:00:00,1885.39000000,1887.00000000,1874.64000000,1879.26000000,11378.37760000,2023-06-23 10:59:59.999,21387125.27806000,16515,5291.62760000,9945986.68141100,0
